baseline,benchmark,mode,task_id,model,sample_id,final_pass,compile_pass,sim_pass,failure_category,source_results_path
baseline_v0_1,verilogeval,pass5,Prob067_countslow,deepseek-coder-v2-lite-instruct,4,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob067_countslow,qwen25-coder-32b,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob067_countslow,qwen25-coder-32b,1,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob067_countslow,qwen25-coder-32b,2,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob067_countslow,qwen25-coder-32b,3,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob067_countslow,qwen25-coder-32b,4,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob067_countslow,qwen3-coder-30b-a3b-instruct,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob067_countslow,qwen3-coder-30b-a3b-instruct,1,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob067_countslow,qwen3-coder-30b-a3b-instruct,2,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob067_countslow,qwen3-coder-30b-a3b-instruct,3,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob067_countslow,qwen3-coder-30b-a3b-instruct,4,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob067_countslow,qwen36-27b,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob067_countslow,qwen36-27b,1,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob067_countslow,qwen36-27b,2,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob067_countslow,qwen36-27b,3,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob067_countslow,qwen36-27b,4,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob067_countslow,qwen36-35b-a3b,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob067_countslow,qwen36-35b-a3b,1,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob067_countslow,qwen36-35b-a3b,2,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob067_countslow,qwen36-35b-a3b,3,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob067_countslow,qwen36-35b-a3b,4,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob068_countbcd,deepseek-coder-v2-lite-instruct,0,False,True,False,simulation_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob068_countbcd,deepseek-coder-v2-lite-instruct,1,False,True,False,simulation_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob068_countbcd,deepseek-coder-v2-lite-instruct,2,False,True,False,simulation_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob068_countbcd,deepseek-coder-v2-lite-instruct,3,False,True,False,simulation_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob068_countbcd,deepseek-coder-v2-lite-instruct,4,False,True,False,simulation_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob068_countbcd,qwen25-coder-32b,0,False,True,False,simulation_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob068_countbcd,qwen25-coder-32b,1,False,True,False,simulation_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob068_countbcd,qwen25-coder-32b,2,False,True,False,simulation_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob068_countbcd,qwen25-coder-32b,3,False,True,False,simulation_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob068_countbcd,qwen25-coder-32b,4,False,True,False,simulation_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob068_countbcd,qwen3-coder-30b-a3b-instruct,0,False,True,False,simulation_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob068_countbcd,qwen3-coder-30b-a3b-instruct,1,False,True,False,simulation_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob068_countbcd,qwen3-coder-30b-a3b-instruct,2,False,True,False,simulation_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob068_countbcd,qwen3-coder-30b-a3b-instruct,3,False,True,False,simulation_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob068_countbcd,qwen3-coder-30b-a3b-instruct,4,False,True,False,simulation_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob068_countbcd,qwen36-27b,0,False,True,False,simulation_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob068_countbcd,qwen36-27b,1,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob068_countbcd,qwen36-27b,2,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob068_countbcd,qwen36-27b,3,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob068_countbcd,qwen36-27b,4,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob068_countbcd,qwen36-35b-a3b,0,False,True,False,simulation_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob068_countbcd,qwen36-35b-a3b,1,False,True,False,simulation_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob068_countbcd,qwen36-35b-a3b,2,False,False,False,compile_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob068_countbcd,qwen36-35b-a3b,3,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob068_countbcd,qwen36-35b-a3b,4,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob069_truthtable1,deepseek-coder-v2-lite-instruct,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob069_truthtable1,deepseek-coder-v2-lite-instruct,1,False,True,False,simulation_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob069_truthtable1,deepseek-coder-v2-lite-instruct,2,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob069_truthtable1,deepseek-coder-v2-lite-instruct,3,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob069_truthtable1,deepseek-coder-v2-lite-instruct,4,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob069_truthtable1,qwen25-coder-32b,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob069_truthtable1,qwen25-coder-32b,1,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob069_truthtable1,qwen25-coder-32b,2,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob069_truthtable1,qwen25-coder-32b,3,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob069_truthtable1,qwen25-coder-32b,4,False,True,False,simulation_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob069_truthtable1,qwen3-coder-30b-a3b-instruct,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob069_truthtable1,qwen3-coder-30b-a3b-instruct,1,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob069_truthtable1,qwen3-coder-30b-a3b-instruct,2,False,True,False,simulation_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob069_truthtable1,qwen3-coder-30b-a3b-instruct,3,False,True,False,simulation_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob069_truthtable1,qwen3-coder-30b-a3b-instruct,4,False,True,False,simulation_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob069_truthtable1,qwen36-27b,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob069_truthtable1,qwen36-27b,1,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob069_truthtable1,qwen36-27b,2,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob069_truthtable1,qwen36-27b,3,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob069_truthtable1,qwen36-27b,4,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob069_truthtable1,qwen36-35b-a3b,0,False,True,False,simulation_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob069_truthtable1,qwen36-35b-a3b,1,False,False,False,compile_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob069_truthtable1,qwen36-35b-a3b,2,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob069_truthtable1,qwen36-35b-a3b,3,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob069_truthtable1,qwen36-35b-a3b,4,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob070_ece241_2013_q2,deepseek-coder-v2-lite-instruct,0,False,True,False,simulation_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob070_ece241_2013_q2,deepseek-coder-v2-lite-instruct,1,False,True,False,simulation_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob070_ece241_2013_q2,deepseek-coder-v2-lite-instruct,2,False,True,False,simulation_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob070_ece241_2013_q2,deepseek-coder-v2-lite-instruct,3,False,True,False,simulation_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob070_ece241_2013_q2,deepseek-coder-v2-lite-instruct,4,False,True,False,simulation_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob070_ece241_2013_q2,qwen25-coder-32b,0,False,True,False,simulation_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob070_ece241_2013_q2,qwen25-coder-32b,1,False,True,False,simulation_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob070_ece241_2013_q2,qwen25-coder-32b,2,False,True,False,simulation_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob070_ece241_2013_q2,qwen25-coder-32b,3,False,True,False,simulation_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob070_ece241_2013_q2,qwen25-coder-32b,4,False,True,False,simulation_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob070_ece241_2013_q2,qwen3-coder-30b-a3b-instruct,0,False,False,False,compile_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob070_ece241_2013_q2,qwen3-coder-30b-a3b-instruct,1,False,True,False,simulation_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob070_ece241_2013_q2,qwen3-coder-30b-a3b-instruct,2,False,True,False,simulation_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob070_ece241_2013_q2,qwen3-coder-30b-a3b-instruct,3,False,True,False,simulation_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob070_ece241_2013_q2,qwen3-coder-30b-a3b-instruct,4,False,True,False,simulation_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob070_ece241_2013_q2,qwen36-27b,0,False,False,False,code_extraction_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob070_ece241_2013_q2,qwen36-27b,1,False,False,False,code_extraction_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob070_ece241_2013_q2,qwen36-27b,2,False,False,False,code_extraction_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob070_ece241_2013_q2,qwen36-27b,3,False,False,False,code_extraction_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob070_ece241_2013_q2,qwen36-27b,4,False,False,False,code_extraction_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob070_ece241_2013_q2,qwen36-35b-a3b,0,False,False,False,code_extraction_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob070_ece241_2013_q2,qwen36-35b-a3b,1,False,False,False,code_extraction_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob070_ece241_2013_q2,qwen36-35b-a3b,2,False,False,False,code_extraction_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob070_ece241_2013_q2,qwen36-35b-a3b,3,False,False,False,code_extraction_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob070_ece241_2013_q2,qwen36-35b-a3b,4,False,False,False,code_extraction_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob071_always_casez,deepseek-coder-v2-lite-instruct,0,False,False,False,compile_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob071_always_casez,deepseek-coder-v2-lite-instruct,1,False,False,False,compile_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob071_always_casez,deepseek-coder-v2-lite-instruct,2,False,False,False,compile_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob071_always_casez,deepseek-coder-v2-lite-instruct,3,False,False,False,compile_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob071_always_casez,deepseek-coder-v2-lite-instruct,4,False,False,False,compile_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob071_always_casez,qwen25-coder-32b,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob071_always_casez,qwen25-coder-32b,1,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob071_always_casez,qwen25-coder-32b,2,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob071_always_casez,qwen25-coder-32b,3,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob071_always_casez,qwen25-coder-32b,4,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob071_always_casez,qwen3-coder-30b-a3b-instruct,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob071_always_casez,qwen3-coder-30b-a3b-instruct,1,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob071_always_casez,qwen3-coder-30b-a3b-instruct,2,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob071_always_casez,qwen3-coder-30b-a3b-instruct,3,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob071_always_casez,qwen3-coder-30b-a3b-instruct,4,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob071_always_casez,qwen36-27b,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob071_always_casez,qwen36-27b,1,False,False,False,compile_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob071_always_casez,qwen36-27b,2,False,False,False,compile_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob071_always_casez,qwen36-27b,3,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob071_always_casez,qwen36-27b,4,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob071_always_casez,qwen36-35b-a3b,0,False,True,False,simulation_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob071_always_casez,qwen36-35b-a3b,1,False,False,False,compile_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob071_always_casez,qwen36-35b-a3b,2,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob071_always_casez,qwen36-35b-a3b,3,False,False,False,compile_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob071_always_casez,qwen36-35b-a3b,4,False,False,False,compile_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob072_thermostat,deepseek-coder-v2-lite-instruct,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob072_thermostat,deepseek-coder-v2-lite-instruct,1,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob072_thermostat,deepseek-coder-v2-lite-instruct,2,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob072_thermostat,deepseek-coder-v2-lite-instruct,3,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob072_thermostat,deepseek-coder-v2-lite-instruct,4,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob072_thermostat,qwen25-coder-32b,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob072_thermostat,qwen25-coder-32b,1,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob072_thermostat,qwen25-coder-32b,2,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob072_thermostat,qwen25-coder-32b,3,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob072_thermostat,qwen25-coder-32b,4,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob072_thermostat,qwen3-coder-30b-a3b-instruct,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob072_thermostat,qwen3-coder-30b-a3b-instruct,1,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob072_thermostat,qwen3-coder-30b-a3b-instruct,2,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob072_thermostat,qwen3-coder-30b-a3b-instruct,3,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob072_thermostat,qwen3-coder-30b-a3b-instruct,4,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob072_thermostat,qwen36-27b,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob072_thermostat,qwen36-27b,1,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob072_thermostat,qwen36-27b,2,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob072_thermostat,qwen36-27b,3,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob072_thermostat,qwen36-27b,4,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob072_thermostat,qwen36-35b-a3b,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob072_thermostat,qwen36-35b-a3b,1,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob072_thermostat,qwen36-35b-a3b,2,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob072_thermostat,qwen36-35b-a3b,3,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob072_thermostat,qwen36-35b-a3b,4,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob073_dff16e,deepseek-coder-v2-lite-instruct,0,False,True,False,simulation_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob073_dff16e,deepseek-coder-v2-lite-instruct,1,False,True,False,simulation_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob073_dff16e,deepseek-coder-v2-lite-instruct,2,False,False,False,compile_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob073_dff16e,deepseek-coder-v2-lite-instruct,3,False,True,False,simulation_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob073_dff16e,deepseek-coder-v2-lite-instruct,4,False,True,False,simulation_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob073_dff16e,qwen25-coder-32b,0,False,True,False,simulation_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob073_dff16e,qwen25-coder-32b,1,False,True,False,simulation_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob073_dff16e,qwen25-coder-32b,2,False,True,False,simulation_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob073_dff16e,qwen25-coder-32b,3,False,True,False,simulation_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob073_dff16e,qwen25-coder-32b,4,False,True,False,simulation_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob073_dff16e,qwen3-coder-30b-a3b-instruct,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob073_dff16e,qwen3-coder-30b-a3b-instruct,1,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob073_dff16e,qwen3-coder-30b-a3b-instruct,2,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob073_dff16e,qwen3-coder-30b-a3b-instruct,3,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob073_dff16e,qwen3-coder-30b-a3b-instruct,4,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob073_dff16e,qwen36-27b,0,False,False,False,compile_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob073_dff16e,qwen36-27b,1,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob073_dff16e,qwen36-27b,2,False,False,False,compile_failure,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob073_dff16e,qwen36-27b,3,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob073_dff16e,qwen36-27b,4,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob073_dff16e,qwen36-35b-a3b,0,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob073_dff16e,qwen36-35b-a3b,1,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob073_dff16e,qwen36-35b-a3b,2,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob073_dff16e,qwen36-35b-a3b,3,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob073_dff16e,qwen36-35b-a3b,4,True,True,True,passed,artifacts/baseline_v0.2/per_task_results.jsonl
baseline_v0_1,verilogeval,pass5,Prob074_ece241_2014_q4,deepseek-coder-v2-lite-instruct,0,False,True,False,simulation_failure,artifacts/baseline_v0.2/per_task_results.jsonl
